"yearmonth","country","value"
200001,"Afghanistan",60538
200002,"Afghanistan",21641
200003,"Afghanistan",28603
200004,"Afghanistan",34781
200005,"Afghanistan",3130
200006,"Afghanistan",11199
200007,"Afghanistan",120428
200008,"Afghanistan",4007
200009,"Afghanistan",15339
200010,"Afghanistan",25627
200012,"Afghanistan",62537
200101,"Afghanistan",34697
200102,"Afghanistan",62756
200103,"Afghanistan",25817
200104,"Afghanistan",55475
200105,"Afghanistan",21363
200107,"Afghanistan",6834
200108,"Afghanistan",5923
200110,"Afghanistan",864
200111,"Afghanistan",12840
200112,"Afghanistan",6821
200201,"Afghanistan",51993
200203,"Afghanistan",34763
200204,"Afghanistan",31887
200205,"Afghanistan",27565
200206,"Afghanistan",125
200207,"Afghanistan",1233
200208,"Afghanistan",16847
200209,"Afghanistan",41680
200210,"Afghanistan",88247
200211,"Afghanistan",54184
200212,"Afghanistan",702
200301,"Afghanistan",5933
200302,"Afghanistan",20178
200303,"Afghanistan",14527
200304,"Afghanistan",27933
200305,"Afghanistan",5401
200306,"Afghanistan",20835
200307,"Afghanistan",22130
200308,"Afghanistan",1328
200309,"Afghanistan",32676
200310,"Afghanistan",24822
200311,"Afghanistan",46421
200312,"Afghanistan",1943
200401,"Afghanistan",3636
200402,"Afghanistan",857
200403,"Afghanistan",7114
200404,"Afghanistan",3897
200405,"Afghanistan",17188
200406,"Afghanistan",2305
200407,"Afghanistan",28238
200408,"Afghanistan",12688
200409,"Afghanistan",3692
200410,"Afghanistan",16262
200411,"Afghanistan",18613
200412,"Afghanistan",23953
200501,"Afghanistan",21726
200502,"Afghanistan",54
200503,"Afghanistan",1203
200504,"Afghanistan",116739
200505,"Afghanistan",130594
200506,"Afghanistan",135868
200507,"Afghanistan",177570
200508,"Afghanistan",279307
200509,"Afghanistan",166892
200510,"Afghanistan",158254
200511,"Afghanistan",195679
200512,"Afghanistan",161367
200601,"Afghanistan",94689
200602,"Afghanistan",173656
200603,"Afghanistan",153866
200604,"Afghanistan",89257
200605,"Afghanistan",167842
200606,"Afghanistan",10435
200607,"Afghanistan",15711
200609,"Afghanistan",6928
200611,"Afghanistan",22219
200612,"Afghanistan",3382
200701,"Afghanistan",7420
200702,"Afghanistan",8562
200703,"Afghanistan",22768
200704,"Afghanistan",1362
200705,"Afghanistan",12964
200706,"Afghanistan",37150
200707,"Afghanistan",5313
200708,"Afghanistan",7374
200709,"Afghanistan",1743
200710,"Afghanistan",63513
200711,"Afghanistan",79280
200712,"Afghanistan",9318
200801,"Afghanistan",1065
200802,"Afghanistan",4494
200804,"Afghanistan",20551
200805,"Afghanistan",15576
200806,"Afghanistan",7048
200810,"Afghanistan",1169
200812,"Afghanistan",13019
200901,"Afghanistan",2627
200902,"Afghanistan",3346
200903,"Afghanistan",9091
200904,"Afghanistan",27602
200905,"Afghanistan",2564
200907,"Afghanistan",25647
200908,"Afghanistan",16351
200910,"Afghanistan",1493
201002,"Afghanistan",10135
201004,"Afghanistan",10658
201005,"Afghanistan",7066
201006,"Afghanistan",20523
201008,"Afghanistan",1279
201009,"Afghanistan",1512
201010,"Afghanistan",1064
201011,"Afghanistan",14071
201101,"Afghanistan",2206
201102,"Afghanistan",54005
201103,"Afghanistan",94899
201105,"Afghanistan",5877
201106,"Afghanistan",357
201107,"Afghanistan",6844
201108,"Afghanistan",16331
201109,"Afghanistan",10651
201112,"Afghanistan",2701
201201,"Afghanistan",25185
201202,"Afghanistan",10174
201203,"Afghanistan",22207
201204,"Afghanistan",23354
201206,"Afghanistan",3134
201207,"Afghanistan",2530
201208,"Afghanistan",36524
201209,"Afghanistan",21551
201210,"Afghanistan",2374
201211,"Afghanistan",37655
201212,"Afghanistan",30000
201301,"Afghanistan",16579
201302,"Afghanistan",336
201303,"Afghanistan",24921
201304,"Afghanistan",19137
201305,"Afghanistan",85127
201306,"Afghanistan",99372
201307,"Afghanistan",104143
201308,"Afghanistan",1081
201309,"Afghanistan",255
201310,"Afghanistan",18669
201311,"Afghanistan",3748
201312,"Afghanistan",1095
201401,"Afghanistan",2402
201402,"Afghanistan",7430
201403,"Afghanistan",54143
201404,"Afghanistan",51743
201405,"Afghanistan",77119
201406,"Afghanistan",3043
201407,"Afghanistan",12656
201409,"Afghanistan",16071
201410,"Afghanistan",1500
201411,"Afghanistan",8196
201412,"Afghanistan",1123
201501,"Afghanistan",594
201502,"Afghanistan",4077
201503,"Afghanistan",23651
201505,"Afghanistan",22470
201506,"Afghanistan",2283
201507,"Afghanistan",2145
201508,"Afghanistan",15240
201509,"Afghanistan",14787
201511,"Afghanistan",14555
201512,"Afghanistan",5318
201601,"Afghanistan",7852
201604,"Afghanistan",190
201605,"Afghanistan",1079
201606,"Afghanistan",13559
201608,"Afghanistan",1
201609,"Afghanistan",55997
201610,"Afghanistan",7013
201611,"Afghanistan",11350
201612,"Afghanistan",1542
201701,"Afghanistan",2734
201702,"Afghanistan",2317
201703,"Afghanistan",9
201704,"Afghanistan",2307
201705,"Afghanistan",25389
201706,"Afghanistan",535
201707,"Afghanistan",2246
201708,"Afghanistan",50408
201709,"Afghanistan",500
201710,"Afghanistan",31
201712,"Afghanistan",9996
201801,"Afghanistan",3204
201803,"Afghanistan",2506
201804,"Afghanistan",11933
201805,"Afghanistan",52
201806,"Afghanistan",9524
201807,"Afghanistan",92774
201808,"Afghanistan",9507
201809,"Afghanistan",11472
201810,"Afghanistan",5529
201811,"Afghanistan",3617
201812,"Afghanistan",8547
201901,"Afghanistan",9663
201902,"Afghanistan",589
201903,"Afghanistan",16387
201904,"Afghanistan",29263
201905,"Afghanistan",2564
201906,"Afghanistan",11367
201907,"Afghanistan",8752
201908,"Afghanistan",164
201909,"Afghanistan",5013
201910,"Afghanistan",5069
201911,"Afghanistan",5041
201912,"Afghanistan",835
202001,"Afghanistan",21952
202002,"Afghanistan",2730
202003,"Afghanistan",2774
202004,"Afghanistan",3190
202005,"Afghanistan",38
202006,"Afghanistan",2926
202007,"Afghanistan",8037
202008,"Afghanistan",16776
202009,"Afghanistan",37505
202010,"Afghanistan",17222
202011,"Afghanistan",1896
202012,"Afghanistan",2985
202101,"Afghanistan",4498
202102,"Afghanistan",6858
202103,"Afghanistan",1672
202104,"Afghanistan",14448
202105,"Afghanistan",2557
202106,"Afghanistan",10532
202107,"Afghanistan",9421
202108,"Afghanistan",26487
202109,"Afghanistan",6780
202110,"Afghanistan",1176
202111,"Afghanistan",13764
202112,"Afghanistan",36727
200003,"Albania",1371
200004,"Albania",726
200006,"Albania",493
200008,"Albania",477
200009,"Albania",1031
200103,"Albania",551
200108,"Albania",1068
200110,"Albania",163
200111,"Albania",1505
200112,"Albania",1031
200204,"Albania",6648
200205,"Albania",485
200206,"Albania",5847
200208,"Albania",504
200209,"Albania",526
200211,"Albania",4695
200212,"Albania",2461
200303,"Albania",223
200305,"Albania",154
200308,"Albania",1173
200309,"Albania",1085
200311,"Albania",2944
200312,"Albania",1094
200404,"Albania",2570
200405,"Albania",4493
200408,"Albania",2833
200409,"Albania",683
200410,"Albania",2318
200412,"Albania",1775
200503,"Albania",683
200505,"Albania",4732
200506,"Albania",8075
200507,"Albania",2918
200508,"Albania",11937
200509,"Albania",918
200510,"Albania",477
200511,"Albania",5240
200512,"Albania",3632
200601,"Albania",6158
200602,"Albania",14351
200603,"Albania",1918
200605,"Albania",47916
200606,"Albania",3797
200607,"Albania",963
200608,"Albania",5387
200609,"Albania",9036
200610,"Albania",774
200611,"Albania",7496
200612,"Albania",2929
200701,"Albania",1161
200702,"Albania",605
200703,"Albania",1674
200704,"Albania",3555
200705,"Albania",6619
200706,"Albania",333
200707,"Albania",2691
200708,"Albania",3774
200709,"Albania",2412
200710,"Albania",966
200711,"Albania",3473
200712,"Albania",28242
200801,"Albania",806
200803,"Albania",4578
200804,"Albania",5402
200805,"Albania",6995
200806,"Albania",261
200808,"Albania",840
200809,"Albania",4761
200810,"Albania",18266
200811,"Albania",8833
200812,"Albania",1347
200903,"Albania",685
200905,"Albania",1271
200906,"Albania",9993
200907,"Albania",15970
200908,"Albania",4647
200909,"Albania",28167
200910,"Albania",5664
200911,"Albania",3679
200912,"Albania",9596
201001,"Albania",12945
201002,"Albania",3347
201003,"Albania",12622
201004,"Albania",814
201005,"Albania",5605
201006,"Albania",8257
201007,"Albania",2445
201008,"Albania",5969
201009,"Albania",4723
201010,"Albania",11073
201011,"Albania",350
201012,"Albania",3002
201101,"Albania",702
201102,"Albania",51987
201103,"Albania",1302
201104,"Albania",7671
201105,"Albania",2681
201106,"Albania",474
201107,"Albania",2777
201108,"Albania",1684
201109,"Albania",22471
201110,"Albania",6193
201111,"Albania",4504
201112,"Albania",1372
201201,"Albania",9011
201202,"Albania",15038
201203,"Albania",5905
201204,"Albania",1532
201205,"Albania",24334
201206,"Albania",10821
201207,"Albania",461
201208,"Albania",50429
201209,"Albania",9722
201210,"Albania",26123
201211,"Albania",12640
201212,"Albania",1208
201301,"Albania",2866
201302,"Albania",371
201303,"Albania",51986
201304,"Albania",485
201305,"Albania",2646
201306,"Albania",687
201307,"Albania",288
201308,"Albania",4424
201309,"Albania",10411
201310,"Albania",5230
201311,"Albania",8408
201312,"Albania",1836
201401,"Albania",2273
201402,"Albania",36924
201403,"Albania",26435
201404,"Albania",60162
201405,"Albania",14664
201406,"Albania",8590
201407,"Albania",5394
201408,"Albania",5044
201409,"Albania",13404
201410,"Albania",17916
201411,"Albania",14031
201412,"Albania",8731
201501,"Albania",7194
201502,"Albania",8153
201503,"Albania",135924
201504,"Albania",1101
201505,"Albania",13405
201506,"Albania",8796
201507,"Albania",10109
201508,"Albania",28604
201509,"Albania",35570
201510,"Albania",51833
201511,"Albania",61066
201512,"Albania",9851
201601,"Albania",63175
201602,"Albania",63645
201603,"Albania",43660
201604,"Albania",54968
201605,"Albania",8518
201606,"Albania",47604
201607,"Albania",127553
201608,"Albania",84690
201609,"Albania",2635
201610,"Albania",63605
201611,"Albania",4577
201612,"Albania",6579
201701,"Albania",10727
201702,"Albania",111744
201703,"Albania",47710
201704,"Albania",5398
201705,"Albania",25436
201706,"Albania",5704
201707,"Albania",79727
201708,"Albania",22627
201709,"Albania",23047
201710,"Albania",10411
201711,"Albania",105338
201712,"Albania",6151
201801,"Albania",124456
201802,"Albania",62392
201803,"Albania",5156
201804,"Albania",43330
201805,"Albania",23710
201806,"Albania",128225
201807,"Albania",128003
201808,"Albania",84769
201809,"Albania",37322
201810,"Albania",28909
201811,"Albania",5397
201812,"Albania",102897
201901,"Albania",8574
201902,"Albania",200958
201903,"Albania",24680
201904,"Albania",25141
201905,"Albania",73755
201906,"Albania",16545
201907,"Albania",133843
201908,"Albania",13727
201909,"Albania",47790
201910,"Albania",32701
201911,"Albania",26496
201912,"Albania",56493
202001,"Albania",11366
202002,"Albania",125936
202003,"Albania",20924
202004,"Albania",13877
202005,"Albania",9966
202006,"Albania",11225
202007,"Albania",31948
202008,"Albania",108398
202009,"Albania",9070
202010,"Albania",16699
202011,"Albania",46109
202012,"Albania",47144
202101,"Albania",4711
202102,"Albania",32316
202103,"Albania",52724
202104,"Albania",16424
202105,"Albania",17005
202106,"Albania",110949
202107,"Albania",14060
202108,"Albania",25442
202109,"Albania",10844
202110,"Albania",27613
202111,"Albania",10512
202112,"Albania",22078
200011,"Algeria",998
200403,"Algeria",15
200407,"Algeria",2811
200502,"Algeria",2559
200510,"Algeria",18792
200512,"Algeria",14
200707,"Algeria",2312
200709,"Algeria",4118
200901,"Algeria",4371
200904,"Algeria",5758
200907,"Algeria",1282
201001,"Algeria",38720
201003,"Algeria",75137
201004,"Algeria",86734
201006,"Algeria",185655
201007,"Algeria",36055
201009,"Algeria",8
201010,"Algeria",26
201011,"Algeria",1458
201102,"Algeria",26
201103,"Algeria",2436
201208,"Algeria",16504
201211,"Algeria",16
201307,"Algeria",32423
201309,"Algeria",6
201405,"Algeria",1112
201406,"Algeria",1770
201410,"Algeria",10383
201510,"Algeria",14284
201511,"Algeria",13431
201602,"Algeria",80380
201604,"Algeria",363
201605,"Algeria",504
201606,"Algeria",76217
201608,"Algeria",25786
201610,"Algeria",93
201612,"Algeria",770
201702,"Algeria",195
201703,"Algeria",73543
201704,"Algeria",195
201705,"Algeria",1126
201706,"Algeria",1490
201707,"Algeria",2
201709,"Algeria",197
201710,"Algeria",196
201711,"Algeria",637
201712,"Algeria",111
201801,"Algeria",68
201802,"Algeria",792
201803,"Algeria",350
201805,"Algeria",202
201807,"Algeria",204
201808,"Algeria",1591363
201809,"Algeria",729
201901,"Algeria",209
201902,"Algeria",88211
201903,"Algeria",7548
201904,"Algeria",209
201905,"Algeria",225
201906,"Algeria",208
201907,"Algeria",1314
201908,"Algeria",46054133
201909,"Algeria",10037
201910,"Algeria",556
201911,"Algeria",212
202001,"Algeria",51525
202003,"Algeria",50801
202004,"Algeria",55258
202005,"Algeria",3650
202006,"Algeria",2298
202007,"Algeria",3430
202008,"Algeria",53907
202010,"Algeria",2454
202011,"Algeria",1200
202012,"Algeria",2059
202101,"Algeria",98582
202103,"Algeria",1146
202104,"Algeria",39915206
202105,"Algeria",381
202106,"Algeria",51459
202107,"Algeria",3148551
202108,"Algeria",51570
202110,"Algeria",1106
202112,"Algeria",105138
200412,"Andorra",1219
200607,"Andorra",959
200608,"Andorra",871
200609,"Andorra",35
200610,"Andorra",352
200611,"Andorra",365
200612,"Andorra",701
200703,"Andorra",57
200704,"Andorra",58
200705,"Andorra",86
200706,"Andorra",164
200707,"Andorra",1856
200708,"Andorra",2123
200709,"Andorra",163
200712,"Andorra",1710
200803,"Andorra",999
200804,"Andorra",97
200806,"Andorra",35
200812,"Andorra",4165
200912,"Andorra",257
201001,"Andorra",3525
201003,"Andorra",472
201103,"Andorra",2675
201104,"Andorra",26324
201106,"Andorra",67
201109,"Andorra",900
201111,"Andorra",22
201203,"Andorra",15037
201204,"Andorra",3922
201205,"Andorra",1110
201206,"Andorra",197
201208,"Andorra",980
201209,"Andorra",4785
201210,"Andorra",1095
201212,"Andorra",3500
201301,"Andorra",203
201303,"Andorra",605
201305,"Andorra",565
201308,"Andorra",942
201407,"Andorra",26
201409,"Andorra",73
201501,"Andorra",124
201502,"Andorra",45666
201503,"Andorra",10
201505,"Andorra",18468
201509,"Andorra",2308
201602,"Andorra",1905
201604,"Andorra",150
201605,"Andorra",1343
201606,"Andorra",3629
201607,"Andorra",21
201608,"Andorra",3069
201609,"Andorra",310
201610,"Andorra",6661
201611,"Andorra",54
201701,"Andorra",1292
201703,"Andorra",1571
201704,"Andorra",1420
201705,"Andorra",1045
201706,"Andorra",1308
201708,"Andorra",143
201710,"Andorra",138
201803,"Andorra",23
201804,"Andorra",1250
201808,"Andorra",12
201809,"Andorra",7384
201810,"Andorra",1811
201901,"Andorra",92
201902,"Andorra",126492
201903,"Andorra",12
201908,"Andorra",21181
201911,"Andorra",1240
202001,"Andorra",15
202005,"Andorra",1606
202103,"Andorra",1252
202104,"Andorra",200
202105,"Andorra",2286
202106,"Andorra",370
202107,"Andorra",343
202108,"Andorra",2944
202110,"Andorra",470
202111,"Andorra",2631
202112,"Andorra",4210
200209,"Angola",15217
200304,"Angola",6481
200309,"Angola",2586
200401,"Angola",1103
200405,"Angola",11667
200509,"Angola",1160
200602,"Angola",1618
200607,"Angola",127
200608,"Angola",174
200609,"Angola",1402
200610,"Angola",707
200711,"Angola",1231
200901,"Angola",2157
200903,"Angola",295
200912,"Angola",389
201010,"Angola",103
201102,"Angola",223
201104,"Angola",1153
201107,"Angola",163
201109,"Angola",1094
201202,"Angola",2649
201209,"Angola",21
201211,"Angola",33
201304,"Angola",167
201305,"Angola",3370
201309,"Angola",12058
201310,"Angola",18625
201312,"Angola",466
201411,"Angola",1068
201502,"Angola",1831
201503,"Angola",74
201504,"Angola",766
201604,"Angola",2428
201610,"Angola",445
201611,"Angola",999
201808,"Angola",20
201811,"Angola",300
201908,"Angola",3134
202005,"Angola",290
202006,"Angola",18608
202010,"Angola",524
202103,"Angola",1667
202105,"Angola",3688
202108,"Angola",3654
202112,"Angola",7171
200504,"Anguilla",49
200603,"Anguilla",9459
200607,"Anguilla",6435
200609,"Anguilla",1257
200610,"Anguilla",24602
200611,"Anguilla",5966
200612,"Anguilla",3339
200701,"Anguilla",706
200703,"Anguilla",3418
200704,"Anguilla",4155
200705,"Anguilla",1250
200706,"Anguilla",301
200707,"Anguilla",250
200708,"Anguilla",14214
200709,"Anguilla",4787
200710,"Anguilla",1276
200711,"Anguilla",256
200712,"Anguilla",101
200801,"Anguilla",1626
200802,"Anguilla",1345
200803,"Anguilla",4225
200804,"Anguilla",26882
200805,"Anguilla",11105
200808,"Anguilla",192
200809,"Anguilla",2707
200810,"Anguilla",201
200812,"Anguilla",5859
200902,"Anguilla",47486
200903,"Anguilla",3037
200904,"Anguilla",128717
200907,"Anguilla",326
200908,"Anguilla",3260
200909,"Anguilla",5315
200910,"Anguilla",6145
200911,"Anguilla",596
200912,"Anguilla",595
201001,"Anguilla",1375
201002,"Anguilla",9870
201004,"Anguilla",12039
201005,"Anguilla",589
201006,"Anguilla",150732
201007,"Anguilla",285
201008,"Anguilla",1166
201009,"Anguilla",10577
201010,"Anguilla",1475
201011,"Anguilla",1062
201012,"Anguilla",8671
201101,"Anguilla",11238
201102,"Anguilla",3333
201103,"Anguilla",11
201104,"Anguilla",18881
201105,"Anguilla",1534
201107,"Anguilla",427
201108,"Anguilla",198
201109,"Anguilla",2871
201110,"Anguilla",9680
201111,"Anguilla",16218
201112,"Anguilla",19
201201,"Anguilla",4
201202,"Anguilla",184
201205,"Anguilla",23
201206,"Anguilla",317
201208,"Anguilla",2287
201209,"Anguilla",1842
201210,"Anguilla",631
201211,"Anguilla",76
201212,"Anguilla",163
201301,"Anguilla",914
201302,"Anguilla",21504
201303,"Anguilla",250
201304,"Anguilla",44
201305,"Anguilla",15519
201306,"Anguilla",3569
201307,"Anguilla",43
201308,"Anguilla",1345
201309,"Anguilla",6
201310,"Anguilla",29409
201311,"Anguilla",24499
201312,"Anguilla",11740
201401,"Anguilla",6551
201402,"Anguilla",14498
201403,"Anguilla",7092
201404,"Anguilla",2097
201405,"Anguilla",59333
201406,"Anguilla",18232
201407,"Anguilla",6416
201408,"Anguilla",29413
201409,"Anguilla",2275
201410,"Anguilla",15138
201411,"Anguilla",3453
201501,"Anguilla",7001
201502,"Anguilla",13993
201503,"Anguilla",40620
201504,"Anguilla",5735
201505,"Anguilla",12288
201506,"Anguilla",2441
201507,"Anguilla",23573
201508,"Anguilla",80789
201509,"Anguilla",721
201510,"Anguilla",3219
201511,"Anguilla",334
201512,"Anguilla",1726
201602,"Anguilla",37305
201604,"Anguilla",41595
201605,"Anguilla",309
201606,"Anguilla",36
201607,"Anguilla",1898
201608,"Anguilla",17974
201609,"Anguilla",1509
201610,"Anguilla",64310
201611,"Anguilla",1042
201612,"Anguilla",17027
201701,"Anguilla",7626
201702,"Anguilla",3256
201703,"Anguilla",3980
201704,"Anguilla",1927
201705,"Anguilla",10766
201706,"Anguilla",38
201707,"Anguilla",57065
201708,"Anguilla",1814
201709,"Anguilla",1183
201710,"Anguilla",3446
201711,"Anguilla",51816
201712,"Anguilla",508
201801,"Anguilla",3095
201802,"Anguilla",4636
201803,"Anguilla",642
201804,"Anguilla",19
201805,"Anguilla",388
201806,"Anguilla",120
201807,"Anguilla",1409
201808,"Anguilla",8320
201809,"Anguilla",1311
201810,"Anguilla",826
201811,"Anguilla",855
201901,"Anguilla",288
201902,"Anguilla",6829
201903,"Anguilla",24992
201904,"Anguilla",7317
201905,"Anguilla",7806
201906,"Anguilla",1041
201907,"Anguilla",474
201908,"Anguilla",5627
201909,"Anguilla",379
201910,"Anguilla",6707
201911,"Anguilla",2056
201912,"Anguilla",1741
202004,"Anguilla",66293
202005,"Anguilla",10610
202006,"Anguilla",3855
202007,"Anguilla",2962
202008,"Anguilla",2564
202009,"Anguilla",9193
202010,"Anguilla",3889
202011,"Anguilla",92
202102,"Anguilla",3769
202103,"Anguilla",6708
202104,"Anguilla",53256
202105,"Anguilla",3959
202106,"Anguilla",328
202107,"Anguilla",5559
202108,"Anguilla",103
202109,"Anguilla",555
202110,"Anguilla",12728
202111,"Anguilla",49
202112,"Anguilla",1811
200204,"Antarctica",13200
200607,"Antarctica",36
200608,"Antarctica",434
200706,"Antarctica",26
200801,"Antarctica",1
200802,"Antarctica",8
200811,"Antarctica",1746
200907,"Antarctica",56
201005,"Antarctica",1636
201103,"Antarctica",5250
201105,"Antarctica",23
201106,"Antarctica",1334
201212,"Antarctica",73301
201303,"Antarctica",383018
201304,"Antarctica",7607
201309,"Antarctica",358
201402,"Antarctica",8481
201409,"Antarctica",73
201503,"Antarctica",5842604
201508,"Antarctica",15
201601,"Antarctica",6387
201602,"Antarctica",2000200
201603,"Antarctica",17
201606,"Antarctica",32
201607,"Antarctica",1378186
201702,"Antarctica",202
201802,"Antarctica",1003
201808,"Antarctica",44
201809,"Antarctica",1891
201902,"Antarctica",100
201908,"Antarctica",4373
201909,"Antarctica",2158
201910,"Antarctica",28
201911,"Antarctica",356
202001,"Antarctica",35
202002,"Antarctica",28
202003,"Antarctica",165
200107,"Antigua and Barbuda",37
200202,"Antigua and Barbuda",80
200209,"Antigua and Barbuda",4557
200302,"Antigua and Barbuda",10833
200309,"Antigua and Barbuda",1790
200312,"Antigua and Barbuda",71
200502,"Antigua and Barbuda",15
200508,"Antigua and Barbuda",102
200601,"Antigua and Barbuda",7312
200602,"Antigua and Barbuda",1471
200604,"Antigua and Barbuda",1443
200612,"Antigua and Barbuda",16
200702,"Antigua and Barbuda",4941
200705,"Antigua and Barbuda",174
200706,"Antigua and Barbuda",47
200708,"Antigua and Barbuda",18646
200710,"Antigua and Barbuda",19
200801,"Antigua and Barbuda",4279
200802,"Antigua and Barbuda",14903
200803,"Antigua and Barbuda",30502
200805,"Antigua and Barbuda",4676
200810,"Antigua and Barbuda",578
200812,"Antigua and Barbuda",44
200901,"Antigua and Barbuda",3292
200904,"Antigua and Barbuda",1263
200905,"Antigua and Barbuda",31
200907,"Antigua and Barbuda",11216
200908,"Antigua and Barbuda",704
200911,"Antigua and Barbuda",1052
200912,"Antigua and Barbuda",72
201009,"Antigua and Barbuda",308
201011,"Antigua and Barbuda",2763
201103,"Antigua and Barbuda",13361
201104,"Antigua and Barbuda",739
201108,"Antigua and Barbuda",189
201109,"Antigua and Barbuda",8096
201110,"Antigua and Barbuda",69
201111,"Antigua and Barbuda",13826
201112,"Antigua and Barbuda",204037
201202,"Antigua and Barbuda",886
201204,"Antigua and Barbuda",10
201208,"Antigua and Barbuda",19221
201210,"Antigua and Barbuda",3670
201212,"Antigua and Barbuda",4320
201302,"Antigua and Barbuda",3231
201303,"Antigua and Barbuda",283
201304,"Antigua and Barbuda",12048
201307,"Antigua and Barbuda",120
201309,"Antigua and Barbuda",313
201310,"Antigua and Barbuda",3841
201311,"Antigua and Barbuda",428
201312,"Antigua and Barbuda",733
201402,"Antigua and Barbuda",2392
201404,"Antigua and Barbuda",4522
201405,"Antigua and Barbuda",1899
201407,"Antigua and Barbuda",7
201408,"Antigua and Barbuda",35969
201409,"Antigua and Barbuda",138
201410,"Antigua and Barbuda",40
201411,"Antigua and Barbuda",152
201412,"Antigua and Barbuda",22785
201501,"Antigua and Barbuda",116
201502,"Antigua and Barbuda",33
201503,"Antigua and Barbuda",10493
201505,"Antigua and Barbuda",3587
201506,"Antigua and Barbuda",71
201507,"Antigua and Barbuda",232
201508,"Antigua and Barbuda",532
201509,"Antigua and Barbuda",10
201511,"Antigua and Barbuda",926
201512,"Antigua and Barbuda",3446
201602,"Antigua and Barbuda",91
201604,"Antigua and Barbuda",385
201605,"Antigua and Barbuda",1679
201606,"Antigua and Barbuda",19
201607,"Antigua and Barbuda",1778
201608,"Antigua and Barbuda",9903
201609,"Antigua and Barbuda",76
201611,"Antigua and Barbuda",36585
201701,"Antigua and Barbuda",209
201702,"Antigua and Barbuda",284
201706,"Antigua and Barbuda",55796
201707,"Antigua and Barbuda",84
201708,"Antigua and Barbuda",53
201710,"Antigua and Barbuda",899
201711,"Antigua and Barbuda",380
201712,"Antigua and Barbuda",5050
201801,"Antigua and Barbuda",23792
201803,"Antigua and Barbuda",753
201804,"Antigua and Barbuda",2310
201805,"Antigua and Barbuda",1439
201806,"Antigua and Barbuda",25
201808,"Antigua and Barbuda",34755
201810,"Antigua and Barbuda",3202
201811,"Antigua and Barbuda",81
201812,"Antigua and Barbuda",469
201901,"Antigua and Barbuda",1136
201903,"Antigua and Barbuda",74704
201904,"Antigua and Barbuda",2328
201905,"Antigua and Barbuda",56238
201907,"Antigua and Barbuda",6207
201908,"Antigua and Barbuda",5665
201909,"Antigua and Barbuda",25
201910,"Antigua and Barbuda",513
201911,"Antigua and Barbuda",18751
201912,"Antigua and Barbuda",888
202001,"Antigua and Barbuda",6589
202006,"Antigua and Barbuda",9
202007,"Antigua and Barbuda",576
202008,"Antigua and Barbuda",3995
202010,"Antigua and Barbuda",1130
202011,"Antigua and Barbuda",39493
202012,"Antigua and Barbuda",59247
202101,"Antigua and Barbuda",10437
202102,"Antigua and Barbuda",148
202103,"Antigua and Barbuda",344
202104,"Antigua and Barbuda",4058
202105,"Antigua and Barbuda",22457
202106,"Antigua and Barbuda",1829284
202107,"Antigua and Barbuda",478
202108,"Antigua and Barbuda",100191
202109,"Antigua and Barbuda",9360
200001,"Argentina",507262
200002,"Argentina",650051
200003,"Argentina",29053723
200004,"Argentina",890608
200005,"Argentina",2232103
200006,"Argentina",1451459
200007,"Argentina",685512
200008,"Argentina",2859493
200009,"Argentina",642931
200010,"Argentina",63897834
200011,"Argentina",37991842
200012,"Argentina",2929821
200101,"Argentina",451193
200102,"Argentina",440820
200103,"Argentina",556004
200104,"Argentina",527544
200105,"Argentina",2264116
200106,"Argentina",394564
200107,"Argentina",2221268
200108,"Argentina",598610
200109,"Argentina",700657
200110,"Argentina",2486464
200111,"Argentina",3114854
200112,"Argentina",1258411
200201,"Argentina",1131960
200202,"Argentina",3454125
200203,"Argentina",1003506
200204,"Argentina",856016
200205,"Argentina",4345533
200206,"Argentina",1259308
200207,"Argentina",1431733
200208,"Argentina",547025
200209,"Argentina",3628132
200210,"Argentina",751838
200211,"Argentina",759575
200212,"Argentina",2346344
200301,"Argentina",712319
200302,"Argentina",882420
200303,"Argentina",1001618
200304,"Argentina",1416585
200305,"Argentina",1534797
200306,"Argentina",941519
200307,"Argentina",403292
200308,"Argentina",3102020
200309,"Argentina",1940960
200310,"Argentina",2299263
200311,"Argentina",2217053
200312,"Argentina",1330298
200401,"Argentina",3287056
200402,"Argentina",1333475
200403,"Argentina",1386086
200404,"Argentina",1351428
200405,"Argentina",1077966
200406,"Argentina",1481936
200407,"Argentina",2275312
200408,"Argentina",2451713
200409,"Argentina",3108537
200410,"Argentina",1343088
200411,"Argentina",709751
200412,"Argentina",1348016
200501,"Argentina",3759280
200502,"Argentina",876214
200503,"Argentina",1543246
200504,"Argentina",1172318
200505,"Argentina",2492553
200506,"Argentina",1716218
200507,"Argentina",1868571
200508,"Argentina",1866751
200509,"Argentina",3796112
200510,"Argentina",2079639
200511,"Argentina",1484683
200512,"Argentina",2687867
200601,"Argentina",1528112
200602,"Argentina",1289617
200603,"Argentina",1421456
200604,"Argentina",3153123
200605,"Argentina",1244186
200606,"Argentina",2198547
200607,"Argentina",1411374
200608,"Argentina",3301303
200609,"Argentina",1807457
200610,"Argentina",3809234
200611,"Argentina",1133983
200612,"Argentina",1577478
200701,"Argentina",2421876
200702,"Argentina",2250053
200703,"Argentina",3919930
200704,"Argentina",3020552
200705,"Argentina",1177448
200706,"Argentina",1497752
200707,"Argentina",4126118
200708,"Argentina",6601368
200709,"Argentina",1622835
