"yearmonth","country","value"
201606,"Dominican Republic",1594680
201607,"Dominican Republic",1883670
201608,"Dominican Republic",1528946
201609,"Dominican Republic",1382051
201610,"Dominican Republic",912329
201611,"Dominican Republic",1474242
201612,"Dominican Republic",1152648
201701,"Dominican Republic",1206091
201702,"Dominican Republic",1069828
201703,"Dominican Republic",1573420
201704,"Dominican Republic",1178181
201705,"Dominican Republic",1115793
201706,"Dominican Republic",1075150
201707,"Dominican Republic",702443
201708,"Dominican Republic",802869
201709,"Dominican Republic",1461456
201710,"Dominican Republic",1072472
201711,"Dominican Republic",1689245
201712,"Dominican Republic",1772183
201801,"Dominican Republic",820768
201802,"Dominican Republic",1243925
201803,"Dominican Republic",612150
201804,"Dominican Republic",1096204
201805,"Dominican Republic",1438636
201806,"Dominican Republic",2132933
201807,"Dominican Republic",1123117
201808,"Dominican Republic",1785831
201809,"Dominican Republic",1497644
201810,"Dominican Republic",1288707
201811,"Dominican Republic",1549198
201812,"Dominican Republic",1792355
201901,"Dominican Republic",990677
201902,"Dominican Republic",877450
201903,"Dominican Republic",1661038
201904,"Dominican Republic",1284918
201905,"Dominican Republic",1319251
201906,"Dominican Republic",1423910
201907,"Dominican Republic",978609
201908,"Dominican Republic",1904963
201909,"Dominican Republic",1285587
201910,"Dominican Republic",1210685
201911,"Dominican Republic",2413782
201912,"Dominican Republic",1855881
202001,"Dominican Republic",1524196
202002,"Dominican Republic",808262
202003,"Dominican Republic",1173897
202004,"Dominican Republic",836044
202005,"Dominican Republic",1387272
202006,"Dominican Republic",1358281
202007,"Dominican Republic",1933242
202008,"Dominican Republic",1231615
202009,"Dominican Republic",2361526
202010,"Dominican Republic",1575622
202011,"Dominican Republic",1483642
202012,"Dominican Republic",1487281
202101,"Dominican Republic",1264571
202102,"Dominican Republic",532139
202103,"Dominican Republic",1277725
202104,"Dominican Republic",1162246
202105,"Dominican Republic",914570
202106,"Dominican Republic",1409295
202107,"Dominican Republic",882594
202108,"Dominican Republic",1713083
202109,"Dominican Republic",2121871
202110,"Dominican Republic",1326283
202111,"Dominican Republic",1062173
202112,"Dominican Republic",1461243
200012,"East Timor",66534
200101,"East Timor",657
200109,"East Timor",11748
200111,"East Timor",83080
200001,"Ecuador",1638856
200002,"Ecuador",5795943
200003,"Ecuador",4059162
200004,"Ecuador",2469315
200005,"Ecuador",4674392
200006,"Ecuador",2641980
200007,"Ecuador",2226989
200008,"Ecuador",4363103
200009,"Ecuador",2835450
200010,"Ecuador",2247699
200011,"Ecuador",1789649
200012,"Ecuador",4763377
200101,"Ecuador",8471632
200102,"Ecuador",3216758
200103,"Ecuador",6301670
200104,"Ecuador",3856471
200105,"Ecuador",3948921
200106,"Ecuador",5768107
200107,"Ecuador",2267583
200108,"Ecuador",1362323
200109,"Ecuador",3360517
200110,"Ecuador",6796177
200111,"Ecuador",2056676
200112,"Ecuador",4231462
200201,"Ecuador",3431060
200202,"Ecuador",4560938
200203,"Ecuador",3525933
200204,"Ecuador",5601043
200205,"Ecuador",6998409
200206,"Ecuador",1707075
200207,"Ecuador",1562614
200208,"Ecuador",10624666
200209,"Ecuador",2251768
200210,"Ecuador",9142105
200211,"Ecuador",2304843
200212,"Ecuador",3898775
200301,"Ecuador",6756704
200302,"Ecuador",52037
200303,"Ecuador",536515
200304,"Ecuador",4839947
200305,"Ecuador",5700360
200306,"Ecuador",80039
200307,"Ecuador",284687
200308,"Ecuador",101560
200309,"Ecuador",6227205
200310,"Ecuador",1295972
200311,"Ecuador",398078
200312,"Ecuador",3435778
200401,"Ecuador",839067
200402,"Ecuador",730644
200403,"Ecuador",1576443
200404,"Ecuador",2371630
200405,"Ecuador",2183171
200406,"Ecuador",1246375
200407,"Ecuador",2172566
200408,"Ecuador",2926721
200409,"Ecuador",2704035
200410,"Ecuador",2845780
200411,"Ecuador",2047945
200412,"Ecuador",2895804
200501,"Ecuador",2003030
200502,"Ecuador",1094869
200503,"Ecuador",2117255
200504,"Ecuador",914611
200505,"Ecuador",2288825
200506,"Ecuador",2174647
200507,"Ecuador",1348632
200508,"Ecuador",2509278
200509,"Ecuador",1531010
200510,"Ecuador",2827742
200511,"Ecuador",3186706
200512,"Ecuador",1864832
200601,"Ecuador",3342252
200602,"Ecuador",1358245
200603,"Ecuador",1689233
200604,"Ecuador",2162900
200605,"Ecuador",2965475
200606,"Ecuador",1657626
200607,"Ecuador",1485703
200608,"Ecuador",1836946
200609,"Ecuador",2284423
200610,"Ecuador",2648732
200611,"Ecuador",1560721
200612,"Ecuador",1655860
200701,"Ecuador",1702134
200702,"Ecuador",1021067
200703,"Ecuador",1460519
200704,"Ecuador",945982
200705,"Ecuador",1576975
200706,"Ecuador",2477698
200707,"Ecuador",1856306
200708,"Ecuador",1808105
200709,"Ecuador",1923382
200710,"Ecuador",2090586
200711,"Ecuador",2635755
200712,"Ecuador",2349227
200801,"Ecuador",1616499
200802,"Ecuador",1963137
200803,"Ecuador",2577083
200804,"Ecuador",1929721
200805,"Ecuador",1873910
200806,"Ecuador",1705992
200807,"Ecuador",1742288
200808,"Ecuador",1492162
200809,"Ecuador",2217408
200810,"Ecuador",2008609
200811,"Ecuador",2579388
200812,"Ecuador",2491818
200901,"Ecuador",2241541
200902,"Ecuador",2064363
200903,"Ecuador",1922448
200904,"Ecuador",1809594
200905,"Ecuador",2555514
200906,"Ecuador",2321682
200907,"Ecuador",2482317
200908,"Ecuador",2602695
200909,"Ecuador",2551802
200910,"Ecuador",2014019
200911,"Ecuador",2189357
200912,"Ecuador",2184548
201001,"Ecuador",1598086
201002,"Ecuador",1657860
201003,"Ecuador",2326416
201004,"Ecuador",1828665
201005,"Ecuador",1760446
201006,"Ecuador",2081373
201007,"Ecuador",1520516
201008,"Ecuador",2125911
201009,"Ecuador",2020158
201010,"Ecuador",1904702
201011,"Ecuador",2353492
201012,"Ecuador",1708849
201101,"Ecuador",1519620
201102,"Ecuador",1614076
201103,"Ecuador",1526756
201104,"Ecuador",1500298
201105,"Ecuador",1637198
201106,"Ecuador",1299805
201107,"Ecuador",1350496
201108,"Ecuador",1290362
201109,"Ecuador",1866919
201110,"Ecuador",1786994
201111,"Ecuador",1307455
201112,"Ecuador",1983300
201201,"Ecuador",1081752
201202,"Ecuador",1252437
201203,"Ecuador",1842026
201204,"Ecuador",1533200
201205,"Ecuador",1278736
201206,"Ecuador",1498738
201207,"Ecuador",1317108
201208,"Ecuador",1676647
201209,"Ecuador",1252682
201210,"Ecuador",1901786
201211,"Ecuador",1331073
201212,"Ecuador",1133832
201301,"Ecuador",1686149
201302,"Ecuador",1451750
201303,"Ecuador",1909846
201304,"Ecuador",1673964
201305,"Ecuador",1706403
201306,"Ecuador",1726645
201307,"Ecuador",1390754
201308,"Ecuador",1842265
201309,"Ecuador",1944042
201310,"Ecuador",1993870
201311,"Ecuador",2796862
201312,"Ecuador",2376861
201401,"Ecuador",2139869
201402,"Ecuador",2471585
201403,"Ecuador",2553152
201404,"Ecuador",3595697
201405,"Ecuador",2993776
201406,"Ecuador",1869624
201407,"Ecuador",2360229
201408,"Ecuador",1879795
201409,"Ecuador",2832021
201410,"Ecuador",3772802
201411,"Ecuador",3711730
201412,"Ecuador",3436456
201501,"Ecuador",2634771
201502,"Ecuador",2726478
201503,"Ecuador",3630083
201504,"Ecuador",3540534
201505,"Ecuador",3423379
201506,"Ecuador",3505643
201507,"Ecuador",4087817
201508,"Ecuador",3257350
201509,"Ecuador",4949351
201510,"Ecuador",5584733
201511,"Ecuador",5489348
201512,"Ecuador",4568726
201601,"Ecuador",3879544
201602,"Ecuador",4602452
201603,"Ecuador",5544950
201604,"Ecuador",4630499
201605,"Ecuador",5698751
201606,"Ecuador",4861815
201607,"Ecuador",4270410
201608,"Ecuador",4444819
201609,"Ecuador",5027211
201610,"Ecuador",5426515
201611,"Ecuador",5532729
201612,"Ecuador",5603585
201701,"Ecuador",5420417
201702,"Ecuador",4445113
201703,"Ecuador",5590140
201704,"Ecuador",4638550
201705,"Ecuador",6662357
201706,"Ecuador",4678578
201707,"Ecuador",4404012
201708,"Ecuador",4756237
201709,"Ecuador",4872779
201710,"Ecuador",4851587
201711,"Ecuador",4943049
201712,"Ecuador",4473476
201801,"Ecuador",4568889
201802,"Ecuador",4620715
201803,"Ecuador",4419904
201804,"Ecuador",4667436
201805,"Ecuador",5430366
201806,"Ecuador",4339094
201807,"Ecuador",4784652
201808,"Ecuador",4450072
201809,"Ecuador",4136800
201810,"Ecuador",5053064
201811,"Ecuador",6117799
201812,"Ecuador",6470545
201901,"Ecuador",6157096
201902,"Ecuador",5726582
201903,"Ecuador",6696986
201904,"Ecuador",5375835
201905,"Ecuador",5164203
201906,"Ecuador",4416643
201907,"Ecuador",5305251
201908,"Ecuador",4956355
201909,"Ecuador",5036443
201910,"Ecuador",5727690
201911,"Ecuador",5867026
201912,"Ecuador",6339503
202001,"Ecuador",5049597
202002,"Ecuador",5810159
202003,"Ecuador",5530056
202004,"Ecuador",5101485
202005,"Ecuador",6651275
202006,"Ecuador",5576902
202007,"Ecuador",5293124
202008,"Ecuador",3743348
202009,"Ecuador",4662434
202010,"Ecuador",5981234
202011,"Ecuador",5010959
202012,"Ecuador",5622012
202101,"Ecuador",4906657
202102,"Ecuador",2578538
202103,"Ecuador",7869109
202104,"Ecuador",4851950
202105,"Ecuador",4769313
202106,"Ecuador",4531986
202107,"Ecuador",4476898
202108,"Ecuador",7794974
202109,"Ecuador",4502744
202110,"Ecuador",4036912
202111,"Ecuador",6331046
202112,"Ecuador",6221598
200001,"Egypt",19791
200002,"Egypt",190991
200003,"Egypt",105361
200004,"Egypt",117336
200005,"Egypt",1765483
200006,"Egypt",249525
200007,"Egypt",183143
200008,"Egypt",183344
200009,"Egypt",278989
200010,"Egypt",420692
200011,"Egypt",295530
200012,"Egypt",54867
200101,"Egypt",458946
200102,"Egypt",25808
200103,"Egypt",178558
200104,"Egypt",228006
200105,"Egypt",157633
200106,"Egypt",127194
200107,"Egypt",70109
200108,"Egypt",398074
200109,"Egypt",214728
200110,"Egypt",331313
200111,"Egypt",222832
200112,"Egypt",120051
200201,"Egypt",94710
200202,"Egypt",50250
200203,"Egypt",77053
200204,"Egypt",388289
200205,"Egypt",184049
200206,"Egypt",394537
200207,"Egypt",153005
200208,"Egypt",80483
200209,"Egypt",226612
200210,"Egypt",385946
200211,"Egypt",158241
200212,"Egypt",140576
200301,"Egypt",41296
200302,"Egypt",1404643
200303,"Egypt",255691
200304,"Egypt",206049
200305,"Egypt",213435
200306,"Egypt",147205
200307,"Egypt",311672
200308,"Egypt",125525
200309,"Egypt",288084
200310,"Egypt",191312
200311,"Egypt",267646
200312,"Egypt",91624
200401,"Egypt",87010
200402,"Egypt",129344
200403,"Egypt",166893
200404,"Egypt",257267
200405,"Egypt",224328
200406,"Egypt",117465
200407,"Egypt",1498981
200408,"Egypt",62468
200409,"Egypt",254562
200410,"Egypt",193862
200411,"Egypt",135376
200412,"Egypt",156258
200501,"Egypt",131054
200502,"Egypt",60957
200503,"Egypt",122485
200504,"Egypt",260776
200505,"Egypt",169481
200506,"Egypt",149751
200507,"Egypt",70890
200508,"Egypt",254912
200509,"Egypt",222286
200510,"Egypt",138827
200511,"Egypt",304111
200512,"Egypt",211571
200601,"Egypt",119270
200602,"Egypt",45374
200603,"Egypt",321202
200604,"Egypt",302038
200605,"Egypt",372989
200606,"Egypt",84342
200607,"Egypt",167734
200608,"Egypt",142724
200609,"Egypt",209209
200610,"Egypt",762359
200611,"Egypt",1021968
200612,"Egypt",403552
200701,"Egypt",175466
200702,"Egypt",132864
200703,"Egypt",156319
200704,"Egypt",113769
200705,"Egypt",265721
200706,"Egypt",119671
200707,"Egypt",78682
200708,"Egypt",348817
200709,"Egypt",184809
200710,"Egypt",1892772
200711,"Egypt",123384
200712,"Egypt",137762
200801,"Egypt",102751
200802,"Egypt",233082
200803,"Egypt",140097
200804,"Egypt",325024
200805,"Egypt",72867
200806,"Egypt",4533669
200807,"Egypt",347789
200808,"Egypt",74034
200809,"Egypt",248149
200810,"Egypt",142503
200811,"Egypt",157987
200812,"Egypt",334232
200901,"Egypt",109807
200902,"Egypt",163750
200903,"Egypt",205233
200904,"Egypt",230457
200905,"Egypt",91474
200906,"Egypt",75042
200907,"Egypt",159428
200908,"Egypt",231049
200909,"Egypt",79553
200910,"Egypt",306009
200911,"Egypt",155883
200912,"Egypt",270314
201001,"Egypt",170371
201002,"Egypt",108770
201003,"Egypt",371076
201004,"Egypt",119157
201005,"Egypt",154208
201006,"Egypt",230290
201007,"Egypt",94268
201008,"Egypt",208640
201009,"Egypt",220840
201010,"Egypt",228213
201011,"Egypt",219988
201012,"Egypt",295485
201101,"Egypt",107851
201102,"Egypt",125635
201103,"Egypt",227523
201104,"Egypt",166532
201105,"Egypt",243798
201106,"Egypt",181010
201107,"Egypt",183106
201108,"Egypt",406823
201109,"Egypt",188804
201110,"Egypt",220503
201111,"Egypt",262685
201112,"Egypt",197507
201201,"Egypt",3494471
201202,"Egypt",196678
201203,"Egypt",192344
201204,"Egypt",263682
201205,"Egypt",283538
201206,"Egypt",272102
201207,"Egypt",623792
201208,"Egypt",2766958
201209,"Egypt",813539
201210,"Egypt",308002
201211,"Egypt",282994
201212,"Egypt",345202
201301,"Egypt",154484
201302,"Egypt",351075
201303,"Egypt",3285655
201304,"Egypt",220084
201305,"Egypt",173067
201306,"Egypt",175239
201307,"Egypt",330167
201308,"Egypt",375219
201309,"Egypt",137804
201310,"Egypt",359803
201311,"Egypt",220489
201312,"Egypt",172332
201401,"Egypt",176420
201402,"Egypt",403464
201403,"Egypt",250506
201404,"Egypt",238297
201405,"Egypt",334918
201406,"Egypt",211028
201407,"Egypt",146722
201408,"Egypt",352539
201409,"Egypt",167870
201410,"Egypt",406476
201411,"Egypt",260825
201412,"Egypt",424753
201501,"Egypt",386973
201502,"Egypt",190292
201503,"Egypt",256582
201504,"Egypt",201700
201505,"Egypt",171273
201506,"Egypt",349876
201507,"Egypt",263651
201508,"Egypt",321502
201509,"Egypt",330684
201510,"Egypt",406538
201511,"Egypt",105782
201512,"Egypt",390955
201601,"Egypt",147530
201602,"Egypt",338051
201603,"Egypt",364876
201604,"Egypt",370783
201605,"Egypt",258850
201606,"Egypt",229612
201607,"Egypt",334171
201608,"Egypt",3025728
201609,"Egypt",379816
201610,"Egypt",3052455
201611,"Egypt",476857
201612,"Egypt",234116
201701,"Egypt",217423
201702,"Egypt",328815
201703,"Egypt",343324
201704,"Egypt",242966
201705,"Egypt",242019
201706,"Egypt",186387
201707,"Egypt",349147
201708,"Egypt",298257
201709,"Egypt",469654
201710,"Egypt",778342
201711,"Egypt",1463002
201712,"Egypt",1201146
201801,"Egypt",380040
201802,"Egypt",787124
201803,"Egypt",872859
201804,"Egypt",662548
201805,"Egypt",812148
201806,"Egypt",563038
201807,"Egypt",572593
201808,"Egypt",764173
201809,"Egypt",624112
201810,"Egypt",494896
201811,"Egypt",686989
201812,"Egypt",609270
201901,"Egypt",512985
201902,"Egypt",675577
201903,"Egypt",561865
201904,"Egypt",509298
201905,"Egypt",779049
201906,"Egypt",500030
201907,"Egypt",558023
201908,"Egypt",720496
201909,"Egypt",913395
201910,"Egypt",702715
201911,"Egypt",679594
201912,"Egypt",769370
202001,"Egypt",710058
202002,"Egypt",927406
202003,"Egypt",846744
202004,"Egypt",832442
202005,"Egypt",1007684
202006,"Egypt",1418726
202007,"Egypt",1139472
202008,"Egypt",946491
202009,"Egypt",925392
202010,"Egypt",735311
202011,"Egypt",1102517
202012,"Egypt",968044
202101,"Egypt",960625
202102,"Egypt",1708950
202103,"Egypt",1818340
202104,"Egypt",1585317
202105,"Egypt",872786
202106,"Egypt",871482
202107,"Egypt",859833
202108,"Egypt",2000918
202109,"Egypt",917010
202110,"Egypt",796472
202111,"Egypt",1189027
202112,"Egypt",1591688
200001,"El Salvador",1896
200002,"El Salvador",8383
200003,"El Salvador",2548
200004,"El Salvador",3263
200005,"El Salvador",1776
200006,"El Salvador",3487
200007,"El Salvador",2845
200008,"El Salvador",33595
200009,"El Salvador",11184
200010,"El Salvador",7371
200011,"El Salvador",33741
200012,"El Salvador",12879
200101,"El Salvador",1205
200102,"El Salvador",25005
200103,"El Salvador",6487
200104,"El Salvador",8935
200105,"El Salvador",5675
200106,"El Salvador",6293
200107,"El Salvador",27582
200108,"El Salvador",4528
200109,"El Salvador",21689
200110,"El Salvador",14951
200111,"El Salvador",23804
200112,"El Salvador",2612
200201,"El Salvador",10235
200202,"El Salvador",6883
200203,"El Salvador",21495
200204,"El Salvador",24860
200205,"El Salvador",12969
200206,"El Salvador",2228
200207,"El Salvador",3311
200208,"El Salvador",10995
200209,"El Salvador",11288
200210,"El Salvador",6007
200211,"El Salvador",13306
200212,"El Salvador",18767
200301,"El Salvador",9698
200302,"El Salvador",10556
200303,"El Salvador",8335
200304,"El Salvador",22726
200305,"El Salvador",1564
200306,"El Salvador",12647
200307,"El Salvador",11450
200308,"El Salvador",6955
200309,"El Salvador",23224
200310,"El Salvador",26180
200311,"El Salvador",7117
200312,"El Salvador",17301
200401,"El Salvador",14267
200402,"El Salvador",4651
200403,"El Salvador",76934
200404,"El Salvador",30600
200405,"El Salvador",29047
200406,"El Salvador",15385
200407,"El Salvador",40358
200408,"El Salvador",24222
200409,"El Salvador",23842
200410,"El Salvador",4005
200411,"El Salvador",58133
200412,"El Salvador",46646
200501,"El Salvador",10474
200502,"El Salvador",12527
200503,"El Salvador",55118
200504,"El Salvador",32951
200505,"El Salvador",28932
200506,"El Salvador",10087
200507,"El Salvador",3609
200508,"El Salvador",41432
200509,"El Salvador",10840
200510,"El Salvador",22401
200511,"El Salvador",20193
200512,"El Salvador",90799
200601,"El Salvador",4936
200602,"El Salvador",3693
200603,"El Salvador",11563
200604,"El Salvador",103493
200605,"El Salvador",19833
200606,"El Salvador",14680
200607,"El Salvador",32779
200608,"El Salvador",119893
200609,"El Salvador",70612
200610,"El Salvador",42894
200611,"El Salvador",121397
200612,"El Salvador",42103
200701,"El Salvador",219392
200702,"El Salvador",28412
200703,"El Salvador",100479
200704,"El Salvador",42472
200705,"El Salvador",17796
200706,"El Salvador",13981
200707,"El Salvador",3880
200708,"El Salvador",41217
200709,"El Salvador",36190
200710,"El Salvador",28383
200711,"El Salvador",56599
200712,"El Salvador",44265
200801,"El Salvador",10197
200802,"El Salvador",47082
200803,"El Salvador",4359
200804,"El Salvador",184903
200805,"El Salvador",28974
200806,"El Salvador",168449
200807,"El Salvador",19769
200808,"El Salvador",144208
200809,"El Salvador",96985
200810,"El Salvador",15018
200811,"El Salvador",23510
200812,"El Salvador",17926
200901,"El Salvador",14874
200902,"El Salvador",63253
200903,"El Salvador",167937
200904,"El Salvador",71281
200905,"El Salvador",2171
200906,"El Salvador",48237
200907,"El Salvador",53809
200908,"El Salvador",100949
200909,"El Salvador",121606
200910,"El Salvador",175429
200911,"El Salvador",26412
200912,"El Salvador",22837
201001,"El Salvador",9216
201002,"El Salvador",5643
201003,"El Salvador",143862
201004,"El Salvador",19544
201005,"El Salvador",152462
201006,"El Salvador",17026
201007,"El Salvador",114691
201008,"El Salvador",50342
201009,"El Salvador",54673
201010,"El Salvador",108105
201011,"El Salvador",128438
201012,"El Salvador",74820
201101,"El Salvador",89584
201102,"El Salvador",111134
201103,"El Salvador",115549
201104,"El Salvador",273210
201105,"El Salvador",203024
201106,"El Salvador",322330
201107,"El Salvador",43373
201108,"El Salvador",102450
201109,"El Salvador",59199
201110,"El Salvador",17898
201111,"El Salvador",117843
201112,"El Salvador",31480
201201,"El Salvador",145868
201202,"El Salvador",55291
201203,"El Salvador",157133
201204,"El Salvador",431258
201205,"El Salvador",156273
201206,"El Salvador",435427
201207,"El Salvador",110270
201208,"El Salvador",137087
201209,"El Salvador",70492
201210,"El Salvador",53198
201211,"El Salvador",182595
201212,"El Salvador",25214
201301,"El Salvador",27106
201302,"El Salvador",75280
201303,"El Salvador",139539
201304,"El Salvador",267859
201305,"El Salvador",482258
201306,"El Salvador",255686
201307,"El Salvador",225306
201308,"El Salvador",120157
201309,"El Salvador",251021
201310,"El Salvador",143907
201311,"El Salvador",52931
201312,"El Salvador",75745
201401,"El Salvador",77955
201402,"El Salvador",56889
201403,"El Salvador",189650
201404,"El Salvador",11813306
201405,"El Salvador",480951
201406,"El Salvador",611539
201407,"El Salvador",71130
201408,"El Salvador",124330
201409,"El Salvador",324032
201410,"El Salvador",89305
201411,"El Salvador",156068
201412,"El Salvador",109816
201501,"El Salvador",112515
201502,"El Salvador",136783
201503,"El Salvador",12587121
201504,"El Salvador",43316
201505,"El Salvador",284424
201506,"El Salvador",12933844
201507,"El Salvador",397366
201508,"El Salvador",503290
201509,"El Salvador",68800
201510,"El Salvador",110784
201511,"El Salvador",115221
201512,"El Salvador",89391
201601,"El Salvador",134056
201602,"El Salvador",228776
201603,"El Salvador",243049
201604,"El Salvador",20549
201605,"El Salvador",208029
201606,"El Salvador",428573
201607,"El Salvador",45541
201608,"El Salvador",222433
201609,"El Salvador",46034
201610,"El Salvador",63274
201611,"El Salvador",93229
201612,"El Salvador",120370
201701,"El Salvador",210022
201702,"El Salvador",76949
201703,"El Salvador",265595
201704,"El Salvador",440259
201705,"El Salvador",50509
201706,"El Salvador",213693
201707,"El Salvador",247561
201708,"El Salvador",339098
201709,"El Salvador",52023
201710,"El Salvador",88296
201711,"El Salvador",85997
201712,"El Salvador",226623
201801,"El Salvador",112913
201802,"El Salvador",251983
201803,"El Salvador",55996
201804,"El Salvador",216761
201805,"El Salvador",278888
201806,"El Salvador",391238
201807,"El Salvador",86606
201808,"El Salvador",97111
201809,"El Salvador",287601
201810,"El Salvador",168857
201811,"El Salvador",135316
201812,"El Salvador",2059025
201901,"El Salvador",125210
201902,"El Salvador",4357710
201903,"El Salvador",308854
201904,"El Salvador",124584
201905,"El Salvador",254274
201906,"El Salvador",320447
201907,"El Salvador",318716
201908,"El Salvador",133884
201909,"El Salvador",736330
201910,"El Salvador",96081
201911,"El Salvador",237327
201912,"El Salvador",135398
202001,"El Salvador",91754
202002,"El Salvador",266729
202003,"El Salvador",152342
202004,"El Salvador",41299
202005,"El Salvador",81057
202006,"El Salvador",41366
202007,"El Salvador",50162
202008,"El Salvador",70361
202009,"El Salvador",159287
202010,"El Salvador",111380
202011,"El Salvador",138195
202012,"El Salvador",174378
202101,"El Salvador",122631
202102,"El Salvador",139841
202103,"El Salvador",240279
202104,"El Salvador",199678
202105,"El Salvador",185724
202106,"El Salvador",255091
202107,"El Salvador",101029
202108,"El Salvador",167576
202109,"El Salvador",144723
202110,"El Salvador",209989
202111,"El Salvador",140449
202112,"El Salvador",297935
201008,"Equatorial Guinea",23626
200306,"Eritrea",13
200403,"Eritrea",1217
200405,"Eritrea",12874
200409,"Eritrea",64814
200508,"Eritrea",8
200509,"Eritrea",3840
200510,"Eritrea",2
200602,"Eritrea",2937
200607,"Eritrea",923
200608,"Eritrea",651
200611,"Eritrea",27958
200612,"Eritrea",4836
200707,"Eritrea",1187
200708,"Eritrea",2667
200801,"Eritrea",30
200802,"Eritrea",31500
200807,"Eritrea",5400
200904,"Eritrea",17
200906,"Eritrea",41
200907,"Eritrea",239
201007,"Eritrea",148
201012,"Eritrea",954
201106,"Eritrea",15
201108,"Eritrea",243
201112,"Eritrea",396
201205,"Eritrea",11991
201206,"Eritrea",33
201208,"Eritrea",8660
201209,"Eritrea",118
201305,"Eritrea",8
201401,"Eritrea",231
201504,"Eritrea",240
201507,"Eritrea",2139
201508,"Eritrea",61
201510,"Eritrea",652
201602,"Eritrea",14
201606,"Eritrea",83
201608,"Eritrea",2376
201609,"Eritrea",157
201611,"Eritrea",43
201612,"Eritrea",206
201702,"Eritrea",469
201706,"Eritrea",16
201710,"Eritrea",1341
201711,"Eritrea",238
201712,"Eritrea",19
201804,"Eritrea",1839
201806,"Eritrea",17503
201807,"Eritrea",5879
201809,"Eritrea",4238
201812,"Eritrea",12500
201902,"Eritrea",553
201905,"Eritrea",88
201907,"Eritrea",202
201908,"Eritrea",1039
201909,"Eritrea",115330
201910,"Eritrea",1705
201912,"Eritrea",141
202001,"Eritrea",4
202003,"Eritrea",476
202005,"Eritrea",614
202006,"Eritrea",2237
202007,"Eritrea",1676
202011,"Eritrea",1027
202012,"Eritrea",451
202101,"Eritrea",21
202103,"Eritrea",6055
202104,"Eritrea",775
202106,"Eritrea",47
202108,"Eritrea",2929
202109,"Eritrea",38
202110,"Eritrea",279
202111,"Eritrea",54875
202112,"Eritrea",626
200001,"Estonia",12926
200003,"Estonia",61144
200004,"Estonia",4398
200005,"Estonia",196
200006,"Estonia",6697
200007,"Estonia",651
200009,"Estonia",142102
200010,"Estonia",4818
200011,"Estonia",918
200012,"Estonia",37215
200101,"Estonia",135
200102,"Estonia",27115
200103,"Estonia",33890
200104,"Estonia",172
200105,"Estonia",27207
200106,"Estonia",35907
200107,"Estonia",38152
200108,"Estonia",10456
200109,"Estonia",18616
200110,"Estonia",170554
200111,"Estonia",56142
200112,"Estonia",34973
200201,"Estonia",62633
200203,"Estonia",22935
200204,"Estonia",5967
200205,"Estonia",42600
200207,"Estonia",5039
200208,"Estonia",134
200209,"Estonia",27596
200210,"Estonia",31967
200211,"Estonia",21437
200212,"Estonia",45586
200301,"Estonia",20956
200302,"Estonia",425
200303,"Estonia",3396
200304,"Estonia",13218
200305,"Estonia",27381
200306,"Estonia",104376
200307,"Estonia",16803
200308,"Estonia",27851
200309,"Estonia",1658
200310,"Estonia",105011
200311,"Estonia",12309
200312,"Estonia",50078
200401,"Estonia",33507
200402,"Estonia",57837
200403,"Estonia",16263
200404,"Estonia",15434
200405,"Estonia",16985
200406,"Estonia",1433
200407,"Estonia",53314
200408,"Estonia",110471
200409,"Estonia",80603
200410,"Estonia",61080
200411,"Estonia",100890
200412,"Estonia",45814
200501,"Estonia",61124
200502,"Estonia",94932
200503,"Estonia",174359
200504,"Estonia",127808
200505,"Estonia",102137
200506,"Estonia",147136
200507,"Estonia",51333
200508,"Estonia",109007
200509,"Estonia",23862
200510,"Estonia",146224
200511,"Estonia",22165
200512,"Estonia",59728
200601,"Estonia",116937
200602,"Estonia",201353
200603,"Estonia",86509
200604,"Estonia",256979
200605,"Estonia",180778
200606,"Estonia",220077
200607,"Estonia",281163
200608,"Estonia",450913
200609,"Estonia",183172
200610,"Estonia",100584
200611,"Estonia",114376
200612,"Estonia",192525
200701,"Estonia",84016
200702,"Estonia",90612
200703,"Estonia",25870
200704,"Estonia",8191
200705,"Estonia",37552
200706,"Estonia",23596
200707,"Estonia",28630
200708,"Estonia",35622
200709,"Estonia",155616
200710,"Estonia",42134
200711,"Estonia",78203
200712,"Estonia",34475
200801,"Estonia",81462
200802,"Estonia",380308
200803,"Estonia",64487
200804,"Estonia",51689
200805,"Estonia",38914
200806,"Estonia",229540
200807,"Estonia",232250
200808,"Estonia",20603
200809,"Estonia",314211
200810,"Estonia",12023
200811,"Estonia",91892
200812,"Estonia",194835
200901,"Estonia",1913494
200902,"Estonia",32124
200903,"Estonia",37945
200904,"Estonia",30168
200905,"Estonia",179585
200906,"Estonia",13022
200907,"Estonia",42052
200908,"Estonia",83446
200909,"Estonia",155571
200910,"Estonia",31251
200911,"Estonia",59264
200912,"Estonia",94253
201001,"Estonia",130725
201002,"Estonia",81541
201003,"Estonia",41967
201004,"Estonia",21038
201005,"Estonia",698406
201006,"Estonia",57358
201007,"Estonia",22609
201008,"Estonia",293905
201009,"Estonia",306266
201010,"Estonia",33295
201011,"Estonia",69669
201012,"Estonia",187741
201101,"Estonia",46906
201102,"Estonia",102305
201103,"Estonia",129915
201104,"Estonia",187999
201105,"Estonia",189237
201106,"Estonia",78937
201107,"Estonia",74111
201108,"Estonia",115467
